,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
7588,78,294,11,78,28,1,1,97,59,6,3,29,1,24,2,1,1,6,61,4,2.2,0,33
7589,77,215,10,85,35,0,0,97,29,6,6,35,1,20,3.2,0,0,40,63.6,3,1,3,29
7590,57,27,1,11,5,1,1,100,-7,6,8,6,3,33,1,21,21,16,69.8,1,2,1,60
7591,78,156,4,41,13,0,0,100,-7,7,8,13,6,38,3,3,3,19,93,2,3,0,71
7592,83,272,2,100,27,0,0,100,-7,7,8,29,2,31,3,1,1,8,67.2,8,1,1,75
7593,75,160,3,70,21,0,0,100,-7,7,8,21,3,33,3,5,5,0,63.2,0,1,0,43
7594,84,329,25,158,9,1,0,90,75,6,5,10,0,10,9,0,0,0,60.6,3,1.8,0,50
7595,65,268,2,77,40,1,1,98,49,6,2,42,6,24,3,1,1,62,60,7,3,3,83
7596,79,180,3,79,26,1,0,96,56,6,5,32,2,4,3.2,0,0,15,50,7,1,0,73
7597,81,175,6,92,11,0,0,100,-7,7,8,11,1,55,6,0,0,77,78.2,2,1,1,100
7598,90,354,28,113,26,0,0,100,-7,7,8,27,0,15,18,0,0,1,35.4,2,1,0,43
7599,78,138,5,55,20,0,0,100,-7,7,8,20,4,25,8,0,0,30,72.8,2,1,1,23
7600,86,304,103,167,9,0,0,100,-7,7,8,9,0,22,4.4,0,0,27,20,1,1,0,67
7601,82,163,3,67,46,0,0,100,-7,7,8,47,1,17,4,1,1,14,36.4,3,1,0,25
7602,85,190,2,49,9,0,0,100,-7,7,8,10,2,30,3,1,1,5,56,2,2,0,57
7603,64,233,6,89,39,0,0,100,-7,7,8,39,1,33,0,1,1,63,82,7,7,3,78
7604,66,66,8,33,16,0,0,94,2,4,6,16,1,44,3,1,1,22,42,2,2,0,57
7605,74,100,2,32,25,0,0,100,-7,7,8,27,6,30,3,2,2,15,93,4,2,1,43
7606,78,294,3,71,28,0,0,100,-7,7,8,28,3,29,2,2,2,51,6,6,2,2,73
7607,80,237,3,124,11,0,0,91,68,6,6,11,2,18,4,1,1,20,66.8,3,2,0,63
7608,66,139,2,59,20,1,1,100,-7,6,8,21,4,24,1,1,1,60,55.8,6,1,3,88
7609,64,217,39,104,15,0,0,88,10,4,6,16,0,50,1,2,2,56,10,3,2,2,83
7610,68,152,2,81,25,0,0,89,1,4,6,28,2,43,0,2,2,8,79,3,5,0,100
7611,74,183,10,44,12,0,0,100,-7,7,8,12,1,33,6,1,0,39,73.6,2,1,1,75
7612,75,302,2,107,20,0,0,100,-7,7,8,21,2,24,2,3,3,21,70.6,7,1,1,67
7613,61,195,9,88,19,0,0,95,2,4,6,20,1,32,1,1,1,59,91,3,2,2,67
7614,71,303,3,116,20,0,0,86,20,6,6,21,1,24,2,1,1,43,20,4,2,0,75
7615,79,243,7,91,25,0,0,100,-7,7,8,26,1,28,19,0,0,25,65.8,4,1,1,83
7616,81,300,2,90,18,0,0,100,-7,7,8,19,4,21,2,1,1,17,82.8,3,1,1,31
7617,80,195,6,62,19,0,0,100,-7,7,8,19,2,37,5,0,0,3,61,2,2,1,44
7618,67,294,6,100,37,0,0,100,-7,7,8,40,3,30,1,6,6,54,54,7,6,4,87
7619,75,241,3,104,35,0,0,100,-7,7,8,36,1,31,8.2,0,0,29,84,3,3,1,44
7620,75,278,3,93,17,0,0,100,-7,7,8,17,4,47,2,2,2,43,74.8,3,3.6,1,100
7621,57,199,3,99,9,2,2,89,52,6,6,9,1,44,3,1,1,35,77.6,0,1.6,0,0
7622,58,182,1,73,22,1,1,79,2,4,6,24,1,29,1,5,5,0,85.4,1,2,0,30
7623,83,143,2,57,22,0,0,100,-7,7,8,24,4,17,1,2,2,7,60,6,3,0,75
7624,59,225,2,73,52,0,0,98,8,4,6,54,6,54,0,6,6,45,28,7,3,2,83
7625,77,347,5,172,18,0,0,100,-7,7,8,18,1,6,3,0,0,32,61,5,1,1,75
7626,62,341,3,76,33,0,0,100,-7,7,8,33,2,45,1,4,4,67,94,6,4,5,85
7627,82,241,2,93,21,0,0,100,-7,7,8,22,1,32,1,1,1,12,98,3,2,1,56
7628,71,200,23,94,25,0,0,71,5,4,6,28,0,36,8,0,0,3,14,2,2,0,44
7629,88,232,5,92,10,0,0,100,-7,7,8,12,1,70,3.4,0,0,0,83,0,3,0,60
7630,67,319,4,146,27,0,0,93,35,6,6,29,1,41,5,1,1,70,7,5,4,2,77
7631,82,295,40,116,5,0,0,100,-7,7,8,5,0,40,6,0,0,58,39,1,1,0,67
7632,77,205,4,94,44,0,0,100,-7,7,8,44,7,20,3,1,1,14,87,10,3,0,57
7633,80,87,9,43,14,0,0,100,-7,7,8,14,2,21,4,2,1,0,30,0,2,0,50
7634,84,150,5,76,24,0,0,100,-7,7,8,25,1,16,12,0,0,2,81.2,4,1,1,45
7635,75,438,1,79,48,0,0,100,-7,7,8,53,2,20,0,3,3,12,26,9,3,2,52
7636,79,222,6,94,24,0,0,100,-7,7,8,24,2,42,9,0,0,82,48,2,4,1,88
7637,77,171,2,73,23,0,0,100,-7,7,8,24,2,29,2,5,5,19,25,3,2,0,50
7638,84,403,14,157,26,0,0,100,-7,7,8,27,0,7,13,0,0,3,55.4,11,1,1,75
7639,84,295,2,82,34,0,0,100,-7,7,8,37,4,22,3,1,1,4,71.2,2,1,0,30
7640,78,139,9,74,13,0,0,100,-7,7,8,15,1,67,0,1,1,69.8,82.8,4.4,1,1.2,100
7641,62,58,3,18,4,0,0,100,-7,7,8,4,3,25,2,6,6,99,97,3,1,1,100
7642,80,176,27,97,13,0,0,77,40,6,6,13,0,38,1,1,1,11,5,1,3,0,80
7643,77,155,13,70,13,0,0,93,13,6,6,14,0,64,14,0,0,0,61,0,1,0,50
7644,67,115,16,55,21,0,0,96,14,6,6,26,0,58,0,0,0,56,84,5,4,1,82
7645,77,115,2,51,30,0,0,100,-7,7,8,31,3,26,0,0,0,23,42,7,2,0,64
7646,80,306,1,86,33,0,0,97,49,6,6,37,4,27,0,2,2,1,64,5,1,1,35
7647,72,226,13,83,33,1,1,97,-7,6,7,37,0,47,0,3,3,1,78,3,5,1,80
7648,62,75,4,46,19,3,2,82,29,6,4,23,1,59,0,1,1,47,80,2,3,1,71
7649,69,41,15,33,5,0,0,89,28,6,6,9,0,100,0,1,1,59.8,50,1.8,2,0.4,100
7650,79,161,5,85,7,0,0,100,-7,7,8,9,2,78,0,3,3,14,81.2,2,1,0,100
7651,67,101,10,45,24,0,0,100,-7,7,8,25,1,38,0,4,4,24,67,3,3,2,43
7652,77,305,2,84,16,0,0,90,22,5,6,20,4,65,0,3,3,11,87,3,2,1,71
7653,69,147,2,50,26,1,0,93,10,4,5,28,3,36,0,0,0,6,86,3,2,1,36
7654,57,165,2,71,38,0,0,98,1,4,6,48,3,44,0,10,10,89,72,12,3,6,88
7655,56,124,5,63,23,2,2,72,2,4,4,29,3,62,0,1,1,8,89,2,4,0,86
7656,61,170,3,78,18,3,0,71,36,5,2,21,3,57,0,0,0,111,90,4,3,3,100
7657,61,344,2,95,26,1,0,79,2,3,5,28,3,64,0,3,3,2,97,4,3,0,73
7658,75,89,12,48,10,0,0,90,27,6,6,10,0,50,0,0,0,0,59.6,0,1,0.4,50
7659,55,324,9,119,32,1,0,94,1,4,5,36,1,44,0,0,0,64,72,9,5,3,83
7660,80,94,3,49,27,0,0,100,-7,7,8,28,1,14,0,2,2,21,79,4,1,0,45
7661,84,186,2,79,14,0,0,100,-7,7,8,16,3,75,0,4,4,25,77.4,1,2,0,75
7662,85,243,5,75,22,0,0,100,-7,7,8,22,2,23,0,4,2,4,65.6,3,1,0,31
7663,85,316,8,83,35,0,0,100,-7,7,8,36,1,50,0,1,0,6,92,4,2,0,75
7664,50,130,7,63,10,7,7,59,1,0,2,17,1,12,0,0,0,13,67.6,4,1,1,88
7665,58,38,3,19,13,1,1,93,15,6,4,14,5,64,0,1,1,82,91,2,5,1,100
7666,61,247,4,95,36,0,0,92,1,4,6,39,1,59,0,1,1,87,99,8,4,3,93
7667,63,291,9,88,25,0,0,84,3,4,6,25,2,32,0,0,0,30,73,7,2,1,82
7668,61,6,3,5,2,1,1,100,-7,6,8,2,2,50,0,3,3,101,73.8,1,1,1,100
7669,65,240,9,64,29,0,0,97,57,6,6,32,2,50,0,0,0,80,73,8,3,3,79
7670,73,217,22,87,34,0,0,100,-7,7,8,36,0,17,0,1,1,91,62.6,7,2.6,3,100
7671,56,68,41,53,1,4,4,75,4,4,4,7,0,75,0,0,0,60.2,58.6,2.6,1,1,100
7672,79,212,20,94,18,0,0,100,-7,7,8,18,0,39,0,0,0,50,55,7,4,1,79
7673,68,373,12,88,21,0,0,90,32.6,5,6,21,0,19,0,4,4,50,72.4,6,1,4,58
7674,77,174,10,98,19,0,0,100,-7,7,8,21,2,33,0,1,1,33,50,7,2,0,75
7675,69,236,2,96,37,0,0,95,1,4,6,41,3,20,0,1,1,15,94,5,1,2,55
7676,79,168,4,54,25,0,0,100,-7,7,8,29,3,34,0,0,0,40,47,5,2,2,88
7677,55,222,2,67,14,0,0,94,2,4,6,17,2,59,0,4,4,25,79,2,2,1,67
7678,86,362,23,174,5,1,0,83,69,6,5,6,0,17,0,0,0,0,56.8,1,1.8,0,33
7679,60,121,3,64,21,1,1,96,0,4,6,23,2,57,0,0,0,1,77,1,4,0,83
7680,73,189,8,68,32,0,0,91,8,4,6,33,3,52,0,0,0,19,83.2,3,1,0,50
7681,79,192,20,122,4,0,0,100,-7,7,8,5,0,20,0,3,3,40,53,1,1,1,75
7682,59,389,9,74,42,0,0,83,1,4,6,47,2,32,0,2,2,63,81,9,3,2,68
7683,70,347,20,104,22,0,0,82,3,4,6,22,0,41,0,1,1,14,35,2,4,0,75
7684,73,39,5,15,9,0,0,100,-7,7,8,9,2,33,0,0,0,28,100,5,2,0,100
7685,61,246,20,95,18,2,2,86,11,4,4,21,0,38,0,1,1,62,60.6,5,1,2,88
7686,81,396,2,152,27,0,0,100,-7,7,8,28,2,11,0,0,0,27,72,10,2,1,63
7687,56,179,3,69,27,2,2,87,2,4,2,31,4,39,0,5,5,38,61,4,3,0,78
7688,72,214,17,61,21,0,0,100,-7,7,8,21,0,33,0,0,0,66,66,7,2,2,64
7689,69,215,11,69,24,1,1,96,26,6,2,28,1,21,0,1,1,38,72,1,2,1,50
7690,60,197,17,81,16,1,1,78,1,0,2,18,0,17,0,0,0,6,62,3,1,1,40
7691,56,175,9,77,17,0,0,88,1,4,6,17,1,24,0,2,2,101,90,7,2,5,90
7692,65,198,5,73,22,1,0,88,27,6,5,24,1,17,0,2,2,31,73,3,1,1,57
7693,65,27,2,15,9,0,0,100,-7,7,8,10,3,90,0,0,0,0,95,0,4,0,80
7694,59,67,15,46,4,1,0,60,5,4,5,5,0,20,0,0,0,52,29,2,1,1,60
7695,66,59,10,34,4,0,0,100,-7,7,8,4,2,75,0,5,5,89,74,1,2,1,100
7696,72,178,8,79,56,0,0,100,-7,5,8,59,2,17,0,1,1,48,33,12,4,3,70
7697,78,176,5,55,15,0,0,100,-7,7,8,17,1,12,0,0,0,64,80.2,4,2.2,0,67
7698,59,167,24,116,28,2,0,75,0,4,5,32,0,13,0,0,0,92,67.6,11,1,8,93
7699,73,345,11,74,25,0,0,92,34,6,6,25,1,20,0,0,0,54,46,6,2,3,62
7700,54,140,18,61,7,6,5,50,5,4,5,13,0,63,0,0,0,96,73,3,2,1,100
7701,84,138,2,67,21,0,0,100,-7,7,8,22,3,55,0,2,2,15,78,3,3,0,86
7702,69,369,2,130,23,1,0,93,61,6,5,30,3,30,0,2,2,46,38,6,3,0,91
7703,69,379,2,105,15,0,0,84,3,4,6,19,3,74,0,2,2,31,100,1,2,1,60
7704,61,39,23,26,4,2,1,60,12,5,5,6,0,60,0,0,0,28,50.8,1,1,0,67
7705,73,293,12,101,24,0,0,92,12,6,6,25,0,36,0,2,2,58,60,6,3,1,75
7706,68,136,3,62,35,2,1,92,58,6,5,37,5,54,0,2,2,68,89,8,2,2,67
7707,84,204,8,72,16,0,0,100,-7,7,8,17,1,59,0,0,0,23,54,2,2,0,67
7708,64,181,4,48,26,1,1,93,6,4,2,27,4,59,0,1,1,30,37,4,4,2,69
7709,58,119,1,55,29,0,0,75,7,4,6,32,4,34,0,2,2,99,99,3,4,1,100
7710,68,514,14,104,14,0,0,94,10,4,6,16,0,50,0,0,0,42,67.8,4,3.2,0,80
7711,81,141,3,59,34,1,0,97,54,6,5,37,3,51,0,1,1,4,94,2,2,0,44
7712,65,604,13,194,43,0,0,91,2,4,6,45,0,36,0,1,1,16,78,12,4,2,74
7713,64,129,50,80,11,1,1,88,21,6,6,18,0,59,0,0,0,85,22.2,2,2.6,0,75
7714,68,256,6,71,34,0,0,97,36,5,6,35,4,23,0,7,5,69,99,9,3,3,80
7715,59,63,1,35,15,0,0,88,37,6,6,16,2,6,0,1,1,77,66.6,3,1,3,57
7716,80,117,2,59,32,0,0,100,-7,7,8,34,3,24,0,2,2,27,74.6,4,2,1,54
7717,64,363,8,101,33,1,0,74,8,4,5,35,1,31,0,1,1,31,92,3,2,1,42
7718,66,51,4,24,12,0,0,100,-7,7,8,12,4,58,0,4,4,28,57,2,3,1,71
7719,72,185,3,75,24,0,0,96,52,6,6,26,2,38,0,2,2,43,88,5,2,2,70
7720,66,79,3,31,19,0,0,100,-7,7,8,20,1,45,0,5,5,81,68,6,4,1,100
7721,64,287,3,68,28,0,0,93,77,6,6,29,6,24,0,5,5,37,90,8,2,1,67
7722,67,323,3,111,16,5,3,73,54,6,2,22,2,59,0,2,2,0,74,0,4,0,71
7723,58,71,2,31,20,0,0,91,8,4,6,22,6,41,0,0,0,35,81,2,3,1,56
7724,89,317,48,155,9,0,0,100,-7,7,8,10,0,20,0,0,0,6,22,4,1.6,0,80
7725,61,172,24,80,4,1,0,43,7,4,5,7,0,14,0,2,2,91,57.2,4,2.4,3,80
7726,57,269,11,74,29,1,0,70,4,3,5,30,2,40,0,2,2,41,43,6,5,1,58
7727,59,114,11,47,20,0,0,86,3,4,6,22,1,55,0,1,0,69,91,4,5,1,90
7728,74,188,8,90,25,1,0,96,73,6,5,27,2,46,0,0,0,29,49,6,3,1,64
7729,65,314,2,110,24,1,1,96,10,6,6,27,5,65,0,2,2,19,99,5,4,1,90
7730,64,227,15,115,47,0,0,88,4,4,6,51,0,38,-7,1,1,49,120,9,4,3,64
7731,77,255,5,72,40,0,0,100,-7,7,8,45,7,22,-7,1,1,3,71,7,5,1,46
7732,61,82,3,35,21,1,1,90,3,4,6,21,2,24,-7,2,2,17,50,5,2,0,50
7733,64,280,2,141,1,1,1,100,-7,7,8,3,1,100,-7,10,9,38.4,99,4.4,2,1,100
7734,60,205,4,74,32,0,0,88,4,4,6,34,5,59,-7,4,4,32,62,4,3,0,80
7735,66,263.8,10,93,28,1,1,90,14,6,3,32,2,26,-7,0,0,77,72.4,10,2,4,87
7736,68,185,22,97,36,1,0,95,64,6,5,39,0,49,-7,0,0,65,67,8,3,3,86
7737,69,118,2,42,20,1,0,91,27,6,5,22,7,23,-7,4,4,14,88,4,1,0,55
7738,75,268,8,73,14,0,0,87,47,6,6,15,1,27,-7,1,1,15,20,4,2,1,67
7739,63,185,1,55,28,4,4,97,56,6,4,31,8,29,-7,4,4,54,58,6,2,0,71
7740,62,250,14,139,38,1,0,90,2,4,5,41,0,24,-7,0,0,62,64.6,9,1,3,83
7741,65,194,2,83,54,0,0,97,32,5,6,60,4,22,-7,1,1,69,71,10,4,5,84
7742,61,148,21,86,21,3,3,88,16,5,2,24,0,71,-7,4,4,63,27,2,5,1,100
7743,72,79,4,43,13,0,0,100,-7,7,8,13,2,54,-7,3,3,84,82,3,1,1,80
7744,72,48,10,26,4,0,0,100,-7,7,8,4,1,25,-7,1,1,54,60.6,3,1,0,100
7745,85,178.4,17,86,21,0,0,100,-7,7,8,22,0,59,-7,0,0,0,60.4,1,1,1,80
7746,89,127.6,6,61,10,0,0,100,-7,7,8,10,2,50,-7,1,1,2,64,2,2,0,67
7747,83,195,56,117,9,1,1,90,34,6,3,10,0,20,-7,0,0,0,23,0,2,0,0
7748,65,123,2,53,29,4,1,83,11,4,2,36,2,33,-7,0,0,15,91.2,5,3,0,50
7749,70,217,3,88,29,1,1,93,24,6,6,31,6,50,-7,1,1,10,61,2,3,0,67
7750,69,41,9,27,3,1,1,75,36,6,2,4,1,0,-7,0,0,24,58.6,1,1.8,0.8,100
7751,73,261,8,101,14,1,0,82,4,4,5,17,2,29,-7,0,0,18,69.6,3,2,0,56
7752,66,151,4,71,22,0,0,87,8,4,6,23,2,43,-7,3,3,57,86,1,4,0,83
7753,79,198,41,83,14,0,0,100,-7,7,8,17,0,29,-7,0,0,53,25.4,4,1,1,71
7754,79,58,5,26,10,0,0,100,-7,7,8,10,3,30,-7,2,2,26,68.4,1,2.6,0,20
7755,73,132,9,47,4,0,0,100,-7,7,8,4,1,75,-7,0,0,94,73,1,1,1,100
7756,72,239,7,86,28,0,0,93,19,6,6,30,3,29,-7,5,5,11,38,6,3,1,82
7757,61,159,4,77,30,0,0,76,20,6,6,33,1,45,-7,2,2,76,63,8,2,3,91
7758,61,69,4,22,9,0,0,100,-7,7,8,9,4,44,-7,2,2,38,63,2,2,1,83
7759,74,202,19,81,32,0,0,97,36,6,6,32,0,44,-7,0,0,42,48.2,3,2,0,71
7760,58,186,6,74,35,0,0,97,26,6,6,38,3,31,-7,0,0,60,73,10,4,4,67
7761,33,243,12,88,13,6,1,50,1,3,3,20,0,55,0,2,2,51,66,2,4,1,100
7762,71,117,4,37,13,0,0,100,-7,7,8,13,3,100,2,1,1,58,72,2.8,5,0.6,100
7763,78,177,8,53,16,0,0,100,-7,7,8,16,2,38,0,1,1,4,41,2,2,0,57
7764,85,166,4,124,26,0,0,100,-7,6,7,27,2,38,0,1,1,10,68,3,4,1,54
7765,87,264,8,138,28,0,0,100,-7,7,8,60,2,17,8,0,0,4,82,1,2,0,57
7766,68,180,7,87,54,0,0,100,-7,7,8,58,2,62,0,5,5,77,60,10,4,7,88
7767,70,143,3,65,19,0,0,95,40,6,6,20,3,50,13,0,0,75,79.8,5,2,2,88
7768,81,368,11,120,9,1,0,90,67,6,5,10,1,10,1,2,1,31,70.8,5,2,0,83
7769,66,161,3,84,7,0,0,89,51,6,6,9,1,78,3,1,1,65,79.2,2,2,1.4,100
7770,74,202,5,75,25,2,2,100,-7,6,8,26,2,32,0,7,7,14,75.6,6,1,0,41
7771,80,233,143,211,4,0,0,100,-7,7,8,4,0,0,23,0,0,92,31.2,1,2,1,50
7772,75,232,5,69,34,0,0,97,65,6,6,36,5,42,2,1,1,42,91,6,2,1,80
7773,63,141,17,76,16,0,0,88,3,4,6,17,0,29,13,0,0,58,66,4,2,2,100
7774,73,354,7,86,26,0,0,100,-7,7,8,26,3,38,0,1,1,49,82,4,3,2,70
7775,63,148,2,56,31,1,1,97,67,6,2,38,5,45,0,3,3,82,69.2,9,2,6,92
7776,59,171,49,110,8,2,2,63,24,6,6,8,0,38,1.6,1,0,85,41.6,3,1,1,100
7777,57,152,5,60,16,2,0,70,1,4,5,20,2,50,2,10,10,46,80,2,6,1,80
7778,81,358,88,184,15,0,0,100,-7,7,8,16,0,19,12,0,0,88,31.2,3,1,1,67
7779,74,236,30,93,17,0,0,94,74,6,6,18,0,29,0,1,1,47,18,2,2,1,50
7780,81,222,6,85,39,0,0,100,-7,7,8,40,3,45,1,2,2,16,80,3,2,0,38
7781,71,142,10,65,22,0,0,100,-7,7,8,23,1,45,4,1,1,55,71,5,3,1,89
7782,72,254,24,87,20,1,1,100,-7,6,8,21,0,38,5,0,0,42,9,4,2,2,67
7783,85,156,4,66,27,0,0,100,-7,7,8,28,2,39,13,0,0,2,88,4,3,1,80
7784,86,246,4,99,19,0,0,100,-7,7,8,19,1,47,1,3,3,3,65,3,4,0,78
7785,91,323,5,118,25,0,0,100,-7,7,8,27,1,41,18,0,0,3,81,1,3,0,36
7786,84,273,16,92,23,0,0,100,-7,7,8,23,0,17,0,1,1,19,60.4,2,2,0,40
7787,80,150,1,65,27,0,0,100,-7,7,8,29,5,17,6,0,0,29,90.2,3,1,1,67
7788,84,213,10,74,33,0,0,97,39,6,6,35,1,26,9,0,0,11,70.6,4,1,0,50
7789,85,192,5,92,24,0,0,100,-7,7,8,26,2,46,5,1,1,2,91,4,2,0,67
7790,67,180,4,81,29,1,1,94,62,6,2,34,6,53,2,2,2,73,99,1,2,0.8,80
7791,71,236,11,96,22,0,0,100,-7,7,8,25,1,52,1,2,2,95,81.6,3,1,2,80
7792,85,146,2,82,50,0,0,100,-7,6,7,62,1,47,2,1,1,14,44,4,5,0,56
7793,86,347,6,109,26,0,0,100,-7,7,8,26,1,38,6,0,0,0,13,1,2,0,43
7794,84,123,1,48,30,0,0,100,-7,7,8,33,7,18,4,1,1,10,80,4,2,0,35
7795,68,267,7,70,31,0,0,90,17,6,6,31,1,45,4,1,1,31,65,8,4,0,80
7796,80,266,7,98,15,0,0,100,-7,7,8,17,1,35,2,1,1,46,55.2,1,1,1,40
7797,72,133,14,86,20,0,0,100,-7,7,8,21,0,14,10,0,0,83,87,6,2,5,80
7798,52,281,3,108,13,4,3,88,1,3,5,18,2,53,1,3,3,100,100,5,4,5,100
7799,75,301,32,166,9,2,1,62,20,6,4,13,0,46,0,2,2,0,58.6,0,2,0,0
7800,87,274,30,154,12,0,0,100,-7,7,8,12,0,25,13,0,0,17,52,3,2,0,71
7801,86,237,17,88,13,0,0,100,-7,7,8,14,0,43,7.6,0,0,6,63,2,2,0,80
7802,71,439,1,186,19,1,1,100,-7,0,8,22,1,23,6,0,0,3,27.6,2,1,0,43
7803,89,243,47,157,4,0,0,100,-7,7,8,4,0,25,9,0,0,1,40.4,1,1.8,0,50
7804,65,519,7,87,22,0,0,92,8,4,6,24,1,33,1,2,2,65,58.4,4,1,1,83
7805,77,291,3,116,14,0,0,100,-7,7,8,14,1,36,0,6,6,45,69,6,3,2,75
7806,65,209,20,99,20,6,2,79,3,0,2,30,0,50,0,1,1,27,54,4,9,0,81
7807,72,274,4,105,10,1,1,100,-7,0,8,12,1,45,0,1,1,24,76,3,2,0,71
7808,57,158,11,76,24,0,0,88,14,6,6,26,2,42,0,1,1,62,76,6,4,3,69
7809,76,140,4,54,15,0,0,100,-7,7,8,15,4,53,0,4,4,14,71,3,3,1,67
7810,80,391,3,105,14,0,0,100,-7,7,8,14,1,21,0,1,1,68,83,3,2,2,71
7811,72,293,7,101,18,0,0,95,22,6,6,19,3,21,0,0,0,32,66.8,5,1,0,46
7812,57,154,6,82,12,2,0,63,7,4,5,16,1,63,0,0,0,85,70,3,4,1,88
7813,54,424,0,147,7,4,2,73,19,6,2,12,3,27,0,4,4,61,91,6,2,1,89
7814,68,178,7,74,30,0,0,97,33.2,6,6,30,1,23,0,1,1,45,88,4,2,3,50
7815,78,192,4,104,16,1,1,94,78,6,2,17,1,6,0,3,3,7,60.4,2,1,0,33
7816,56,111,3,40,25,0,0,96,1,4,6,27,6,56,0,1,1,37,63,5,7,0,75
7817,59,158,15,57,12,2,2,92,13,6,6,15,0,27,0,1,1,70,53,7,1,3,100
7818,72,199,0,84,15,1,1,94,35,6,2,19,3,47,0,3,3,10,69.4,4,2.4,0,56
7819,73,325,40,144,12,0,0,100,-7,7,8,12,0,17,0,0,0,97,94,9,1,6,100
7820,76,181,5,52,29,0,0,100,-7,7,8,29,2,55,0,1,1,46,78.6,7,1,2,73
7821,59,136,15,56,39,1,1,100,-7,0,8,42,0,12,0,0,0,48,59.8,16,1,10,59
7822,74,111,2,52,26,0,0,100,-7,7,8,29,5,34,0,0,0,46,92,5,2,2,64
7823,59,178,3,68,14,2,1,75,45,6,5,18,3,28,0,6,6,59,97,5,2,0,70
7824,79,137,9,60,19,0,0,100,-7,7,8,20,1,40,0,0,0,24,66.8,3,1,0,44
7825,78,144,1,39,18,0,0,100,-7,7,8,19,6,37,0,1,1,3,82,3,4,0,53
7826,83,161,9,75,26,0,0,100,-7,7,8,26,2,15,0,0,0,10,85,3,2,0,50
7827,65,118,2,49,24,0,0,96,46.4,6,6,25,6,40,0,2,2,28,84,4,4,1,62
7828,55,113,12,71,4,6,6,56,4,0,2,9,0,56,0,0,0,39,74.8,1,2.4,1,67
7829,71,150,3,56,19,0,0,100,-7,7,8,21,5,24,0,1,1,62,62,4,1,3,63
7830,78,175,5,93,27,0,0,100,-7,7,8,28,2,7,0,2,2,19,72.2,6,1,1,41
7831,84,541,14,156,21,0,0,100,-7,7,8,23,0,22,0,0,0,0,53.6,1,1,0,29
7832,70,172,19,85,29,0,0,100,-7,7,8,31,0,16,0,1,1,65,38.4,9,1,3,77
7833,56,75,17,50,20,1,0,90,31,6,5,21,0,14,0,6,6,59,74.4,8,3,4,71
7834,62,46,25,36,4,0,0,100,-7,7,8,5,0,25,0,1,1,98,53.2,2,2.2,2,100
7835,81,271,23,82,23,0,0,100,-7,7,8,26,0,38,0,0,0,11,70.2,2,2,0,44
7836,68,105,7,30,13,1,1,100,-7,6,8,13,3,15,0,0,0,36,83.4,6,1,0,70
7837,87,254,31,106,14,0,0,100,-7,7,8,14,0,43,0,2,2,5,51.8,2,2,0,44
7838,66,143,6,72,14,2,1,83,23,6,2,18,2,28,0,2,2,76,70.8,2,1,2,60
7839,82,257,4,86,19,0,0,100,-7,7,8,19,1,5,0,2,2,20,92,3,1,0,56
7840,58,227,16,124,27,0,0,93,28,6,6,29,0,14,0,0,0,81,81.2,12,1,10,82
7841,47,57,57,57,1,1,1,0,2,4,6,1,0,0,0,2,2,93,36.4,1,2.2,1,100
7842,69,133,13,58,34,0,0,100,-7,7,8,36,0,22,0,4,4,36,77,5,4,2,45
7843,58,125,14,62,10,5,5,80,1,4,6,10,0,60,0,2,2,81,70,3,2,1,83
7844,60,179,7,69,19,4,2,78,6,3,4,24,1,38,0,6,6,0,37.4,1,1.8,0,25
7845,70,419,6,79,15,2,2,90,2,0,2,21,3,29,0,1,1,44,88,2,1,1,38
7846,64,112,3,37,15,0,0,93,20,6,6,15,4,33,0,1,1,38,93,2,3,1,45
7847,59,167,10,50,22,1,1,100,-7,0,8,23,3,48,0,2,2,52,66.6,6,2,3,67
7848,69,90,14,44,13,1,1,100,-7,6,8,13,0,15,0,0,0,79,88,6,2,1,89
7849,54,123,6,54,21,0,0,88,4,4,6,26,3,42,0,0,0,63,45,4,3,1,78
7850,90,381,22,105,11,0,0,100,-7,7,8,11,0,82,0,0,0,2,37,1,4,0,83
7851,72,136,13,74,3,1,1,75,25,6,6,4,0,25,0,3,3,0,68.8,0,1.2,0,0
7852,71,124,7,53,12,1,1,92,37,6,2,14,1,64,0,1,1,43,34,2,3,1,75
7853,68,255,13,120,16,0,0,100,-7,7,8,21,0,33,0,0,0,90,66.4,6,1,3,100
7854,59,442,0,115,21,2,2,68,3,0,2,26,2,27,0,1,1,33,70,5,3,1,63
7855,72,252,1,80,48,0,0,100,-7,7,8,50,4,20,0,3,3,17,88,5,3,1,44
7856,82,254,12,84,29,0,0,97,32,6,6,29,0,34,0,0,0,7,55,3,3,0,58
7857,75,139,3,54,14,0,0,94,46,6,6,16,2,19,0,1,1,43,33,1,2,1,43
7858,44,90,13,51,9,5,4,47,3,0,2,16,0,38,0,3,1,82,81,4,3,1,88
7859,56,162,2,38,30,1,1,100,-7,6,8,32,4,28,0,5,5,58,75,16,3,4,86
7860,74,119,1,62,19,0,0,95,20,6,6,22,2,36,0,8,8,11,101,6,2,0,62
7861,69,129,1,51,23,2,2,92,66,6,6,26,5,46,0,2,2,37,93,4,2,0,60
7862,68,166,4,47,17,0,0,100,-7,7,8,18,2,11,0,0,0,78,56.8,8,1,4,75
